Nombre,Posición,Duración,Alineación,Evento,Jugada,Resultado
Acción de ataque (29),4053200,7920,Jugador_9 (pi);Jugador_14 (ld);Jugador_3 (c);Jugador_1 (li),Acción de ataque,Jugada_46,Gol
Acción de ataque (16),2390800,15200,Jugador_9 (pi);Jugador_14 (ld);Jugador_3 (c);Jugador_15 (ei);Jugador_1 (li),Acción de ataque,Jugada_69,Pérdida
Acción de ataque (21),2603600,13600,Jugador_9 (pi);Jugador_14 (ld);Jugador_3 (c);Jugador_15 (ei);Jugador_1 (li),Acción de ataque,Jugada_6,Nada
Acción de ataque (25),2930400,18240,Jugador_9 (pi);Jugador_14 (ld);Jugador_3 (c);Jugador_15 (ei);Jugador_1 (li),Acción de ataque,Jugada_69,Nada
Acción de ataque (50),5848840,6880,Jugador_9 (pi);Jugador_14 (ld),Acción de ataque,Jugada_38,Nada
Acción de ataque (87),208040,9000,Jugador_9 (pi);Jugador_12 (pi);Jugador_1 (c);Jugador_10 (ed);Jugador_14 (ld);Jugador_7 (li),Acción de ataque,Jugada_68,Gol
Acción de ataque (39),1749480,13200,Jugador_9 (pi);Jugador_7 (li);Jugador_13 (c);Jugador_2 (ld);Jugador_4 (ed),Acción de ataque,Jugada_69,Pérdida
Acción de ataque (38),1732680,14800,Jugador_9 (pi);Jugador_7 (li);Jugador_13 (c);Jugador_2 (ld);Jugador_4 (ed),Acción de ataque,Jugada_69,Nada
Acción de ataque (36),1582280,8800,Jugador_9 (pi);Jugador_7 (li);Jugador_13 (c);Jugador_2 (ld),Acción de ataque,Jugada_66,Gol
Acción de ataque (37),1657480,16800,Jugador_9 (pi);Jugador_7 (li);Jugador_13 (c);Jugador_2 (ld),Acción de ataque,Jugada_24,Gol
Acción de ataque (15),1728000,14280,Jugador_9 (pi);Jugador_7 (li);Jugador_3 (c);Jugador_11 (ed);Jugador_1 (ld),Acción de ataque,Jugada_18,Nada
Acción de ataque (13),1483400,13320,Jugador_9 (pi);Jugador_7 (li);Jugador_3 (c);Jugador_1 (ld),Acción de ataque,Jugada_69,Pérdida
Acción de ataque (16),1749760,13640,Jugador_9 (pi);Jugador_7 (li);Jugador_3 (c);Jugador_1 (ld),Acción de ataque,Jugada_69,Nada
Acción de ataque (17),1952400,13360,Jugador_9 (pi);Jugador_7 (li);Jugador_3 (c);Jugador_1 (ld),Acción de ataque,Jugada_44,Gol
Acción de ataque (14),1602400,12360,Jugador_9 (pi);Jugador_7 (li);Jugador_3 (c);Jugador_1 (ld),Acción de ataque,Jugada_44,Gol
Acción de ataque (48),4482880,5040,Jugador_9 (pi);Jugador_1 (li),Acción de ataque,Jugada_38,Nada
Acción de ataque (27),3107280,4000,Jugador_9 (pi);Jugador_1 (li),Acción de ataque,Jugada_38,Gol
Acción de ataque (89),472760,6000,Jugador_9 (pi);Jugador_1 (c);Jugador_10 (ed);Jugador_14 (ld);Jugador_7 (li);Jugador_12 (pi),Acción de ataque,Jugada_64,Pérdida
Acción de ataque (88),456640,9000,Jugador_9 (pi);Jugador_1 (c);Jugador_10 (ed);Jugador_14 (ld);Jugador_7 (li);Jugador_12 (pi),Acción de ataque,Jugada_64,Nada
Acción de ataque (34),4543680,5360,Jugador_9 (pi);Jugador_1 (c);Jugador_14 (ld);Jugador_3 (li),Acción de ataque,Jugada_13,Pérdida
Acción de ataque (84),946920,21000,Jugador_9 (pi);Jugador_1 (c);Jugador_2 (ld);Jugador_7 (li);Jugador_10 (ed),Acción de ataque,Jugada_18,Nada
Acción de ataque (65),235560,14000,Jugador_9 (pi);Jugador_1 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_10 (ed),Acción de ataque,Jugada_47,Gol
Acción de ataque (6),663880,22320,Jugador_9 (pi);Jugador_1 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_6 (ei),Acción de ataque,Jugada_21,Nada
Acción de ataque (5),570360,13920,Jugador_9 (pi);Jugador_1 (c);Jugador_7 (li);Jugador_2 (ld),Acción de ataque,Jugada_67,Pérdida
Acción de ataque (2),59840,12000,Jugador_9 (pi);Jugador_1 (c);Jugador_7 (li);Jugador_2 (ld),Acción de ataque,Jugada_13,Pérdida
Acción de ataque (1),37320,14400,Jugador_9 (pi);Jugador_1 (c);Jugador_7 (li);Jugador_2 (ld),Acción de ataque,Jugada_5,Nada
Acción de ataque (3),140840,12400,Jugador_9 (pi);Jugador_1 (c);Jugador_7 (li);Jugador_2 (ld),Acción de ataque,Jugada_1,Gol
Acción de ataque (3),244440,8040,Jugador_9 (pi);Jugador_1 (c),Acción de ataque,Jugada_38,Pérdida
Acción de ataque (8),925120,5280,Jugador_9 (pi);Jugador_1 (c),Acción de ataque,Jugada_38,Nada
Acción de ataque (47),4935400,6000,Jugador_9 (pi);Jugador_1 (c),Acción de ataque,Jugada_38,Nada
Acción de ataque (10),970800,7600,Jugador_9 (pi);Jugador_1 (c),Acción de ataque,Jugada_38,Gol
Acción de ataque (38),4733240,7600,Jugador_9 (pi);Jugador_3 (c);Jugador_14 (ld);Jugador_7 (li),Acción de ataque,Jugada_56,Gol
Acción de ataque (39),4841520,3680,Jugador_9 (pi);Jugador_3 (c);Jugador_14 (ld);Jugador_7 (li),Acción de ataque,Jugada_42,Gol
Acción de ataque (51),5860640,5600,Jugador_9 (pi);Jugador_3 (c);Jugador_14 (ld);Jugador_1 (li),Acción de ataque,Jugada_20,Pérdida
Acción de ataque (1),830160,17600,Jugador_9 (pi);Jugador_3 (c);Jugador_14 (ld);Jugador_1 (li),Acción de ataque,Jugada_5,Nada
Acción de ataque (33),4530960,12000,Jugador_9 (pi);Jugador_3 (c);Jugador_14 (ld);Jugador_1 (li),Acción de ataque,Jugada_69,Nada
Acción de ataque (3),955040,12400,Jugador_9 (pi);Jugador_3 (c);Jugador_14 (ld);Jugador_1 (li),Acción de ataque,Jugada_24,Gol
Acción de ataque (35),4639680,9000,Jugador_9 (pi);Jugador_3 (c);Jugador_14 (ld);Jugador_15 (ei);Jugador_1 (li),Acción de ataque,Jugada_48,Nada
Acción de ataque (4),1008640,6800,Jugador_9 (pi);Jugador_3 (c);Jugador_14 (ld);Jugador_15 (ei);Jugador_1 (li),Acción de ataque,Jugada_41,Gol
Acción de ataque (2),854800,8000,Jugador_9 (pi);Jugador_3 (c);Jugador_14 (ld);Jugador_15 (ei);Jugador_1 (li),Acción de ataque,Jugada_65,Gol
Acción de ataque (22),1674160,18400,Jugador_9 (pi);Jugador_3 (c);Jugador_2 (ld);Jugador_10 (ed);Jugador_1 (li),Acción de ataque,Jugada_69,Gol
Acción de ataque (21),1603960,10800,Jugador_9 (pi);Jugador_3 (c);Jugador_2 (ld);Jugador_10 (ed);Jugador_1 (li),Acción de ataque,Jugada_21,Gol
Acción de ataque (23),1884280,16960,Jugador_9 (pi);Jugador_3 (c);Jugador_2 (ld);Jugador_1 (li),Acción de ataque,Jugada_69,Nada
Acción de ataque (32),4292240,7520,Jugador_9 (pi);Jugador_3 (c);Jugador_2 (ld);Jugador_1 (li),Acción de ataque,Jugada_2,Gol
Acción de ataque (25),2092880,11480,Jugador_9 (pi);Jugador_3 (c);Jugador_2 (ld);Jugador_1 (li),Acción de ataque,Jugada_42,Gol
Acción de ataque (30),4225760,10800,Jugador_9 (pi);Jugador_3 (c);Jugador_2 (ld);Jugador_15 (ei);Jugador_1 (li),Acción de ataque,Jugada_65,Nada
Acción de ataque (31),4242480,8800,Jugador_9 (pi);Jugador_3 (c);Jugador_2 (ld);Jugador_15 (ei);Jugador_1 (li),Acción de ataque,Jugada_65,Gol
Acción de ataque (76),5263200,19000,Jugador_9 (pi);Jugador_3 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_15 (ei),Acción de ataque,Jugada_19,Pérdida
Acción de ataque (75),5263200,10000,Jugador_9 (pi);Jugador_3 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_15 (ei),Acción de ataque,Jugada_42,Pérdida
Acción de ataque (77),5644520,13000,Jugador_9 (pi);Jugador_3 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_15 (ei),Acción de ataque,Jugada_69,Gol
Acción de ataque (40),5168560,16000,Jugador_9 (pi);Jugador_3 (c);Jugador_7 (li);Jugador_2 (ld),Acción de ataque,Jugada_58,Pérdida
Acción de ataque (44),5522800,8800,Jugador_9 (pi);Jugador_3 (c);Jugador_7 (li);Jugador_2 (ld),Acción de ataque,Jugada_61,Nada
Acción de ataque (45),5589040,10840,Jugador_9 (pi);Jugador_3 (c);Jugador_7 (li);Jugador_2 (ld),Acción de ataque,Jugada_69,Gol
Acción de ataque (42),5342120,6000,Jugador_9 (pi);Jugador_3 (c);Jugador_7 (li);Jugador_2 (ld),Acción de ataque,Jugada_42,Gol
Acción de ataque (24),1902440,10000,Jugador_9 (pi);Jugador_3 (c);Jugador_1 (li),Acción de ataque,Jugada_38,Gol
Acción de ataque (20),1470400,10000,Jugador_9 (pi);Jugador_3 (c);Jugador_16 (li);Jugador_2 (ld),Acción de ataque,Jugada_61,Pérdida
Acción de ataque (19),1371120,7200,Jugador_9 (pi);Jugador_3 (c),Acción de ataque,Jugada_38,Pérdida
Acción de ataque (34),1463640,7200,Jugador_9 (pi);Jugador_16 (li);Jugador_13 (c);Jugador_2 (ld);Jugador_4 (ed),Acción de ataque,Jugada_69,Pérdida
Acción de ataque (33),1442840,16800,Jugador_9 (pi);Jugador_16 (li);Jugador_13 (c);Jugador_2 (ld);Jugador_4 (ed),Acción de ataque,Jugada_69,Nada
Acción de ataque (30),1370560,9200,Jugador_9 (pi);Jugador_16 (li);Jugador_13 (c);Jugador_2 (ld);Jugador_6 (ei),Acción de ataque,Jugada_65,Pérdida
Acción de ataque (23),1069560,10000,Jugador_9 (pi);Jugador_16 (li);Jugador_13 (c);Jugador_2 (ld);Jugador_6 (ei),Acción de ataque,Jugada_6,Pérdida
Acción de ataque (29),1361360,9200,Jugador_9 (pi);Jugador_16 (li);Jugador_13 (c);Jugador_2 (ld);Jugador_6 (ei),Acción de ataque,Jugada_6,Nada
Acción de ataque (35),1516840,11600,Jugador_9 (pi);Jugador_16 (li);Jugador_13 (c);Jugador_2 (ld);Jugador_6 (ei),Acción de ataque,Jugada_66,Gol
Acción de ataque (27),1255400,14000,Jugador_9 (pi);Jugador_16 (li);Jugador_13 (c);Jugador_2 (ld),Acción de ataque,Jugada_24,Pérdida
Acción de ataque (25),1180480,15960,Jugador_9 (pi);Jugador_16 (li);Jugador_13 (c);Jugador_2 (ld),Acción de ataque,Jugada_44,Nada
Acción de ataque (22),1053960,14400,Jugador_9 (pi);Jugador_16 (li);Jugador_13 (c);Jugador_2 (ld),Acción de ataque,Jugada_31,Nada
Acción de ataque (28),1340600,12000,Jugador_9 (pi);Jugador_16 (li);Jugador_13 (c);Jugador_2 (ld),Acción de ataque,Jugada_22,Nada
Acción de ataque (32),1428440,10400,Jugador_9 (pi);Jugador_16 (li);Jugador_13 (c);Jugador_2 (ld),Acción de ataque,Jugada_69,Nada
Acción de ataque (31),1407240,12400,Jugador_9 (pi);Jugador_16 (li);Jugador_13 (c);Jugador_2 (ld),Acción de ataque,Jugada_5,Nada
Acción de ataque (26),1200600,10800,Jugador_9 (pi);Jugador_16 (li);Jugador_13 (c);Jugador_2 (ld),Acción de ataque,Jugada_2,Gol
Acción de ataque (24),1135120,12120,Jugador_9 (pi);Jugador_16 (li);Jugador_13 (c);Jugador_2 (ld),Acción de ataque,Jugada_22,Gol
Acción de ataque (4),656640,11160,Jugador_2 (ld);Jugador_13 (c);Jugador_7 (li);Jugador_5 (pi),Acción de ataque,Jugada_40,Nada
Acción de ataque (41),3411320,7240,Jugador_2 (ld);Jugador_7 (li);Jugador_1 (c);Jugador_9 (pi),Acción de ataque,Jugada_13,Nada
Acción de ataque (7),693840,14400,Jugador_2 (ld);Jugador_1 (c);Jugador_12 (pi);Jugador_7 (li),Acción de ataque,Jugada_44,Gol
Acción de ataque (5),1383880,9480,Jugador_2 (ld);Jugador_1 (c);Jugador_7 (li);Jugador_5 (pi),Acción de ataque,Jugada_66,Pérdida
Acción de ataque (9),1731520,20120,Jugador_2 (ld);Jugador_1 (c);Jugador_7 (li);Jugador_5 (pi),Acción de ataque,Jugada_13,Pérdida
Acción de ataque (29),1572720,10800,Jugador_2 (ld);Jugador_3 (c);Jugador_1 (li);Jugador_11 (ed);Jugador_9 (pi),Acción de ataque,Jugada_73,Pérdida
Acción de ataque (12),1117360,11360,Jugador_2 (ld);Jugador_6 (ei);Jugador_7 (li);Jugador_13 (c);Jugador_5 (pi),Acción de ataque,Jugada_65,Gol
Acción de ataque (38),2129440,16920,Jugador_12 (pi);Jugador_7 (li);Jugador_1 (c);Jugador_2 (ld);Jugador_11 (ed),Acción de ataque,Jugada_18,Nada
Acción de ataque (41),2265520,10400,Jugador_12 (pi);Jugador_7 (li);Jugador_1 (c);Jugador_2 (ld);Jugador_11 (ed),Acción de ataque,Jugada_11,Gol
Acción de ataque (35),1955680,10000,Jugador_12 (pi);Jugador_7 (li);Jugador_1 (c);Jugador_2 (ld),Acción de ataque,Jugada_26,Pérdida
Acción de ataque (37),2032560,18920,Jugador_12 (pi);Jugador_7 (li);Jugador_1 (c);Jugador_2 (ld),Acción de ataque,Jugada_13,Pérdida
Acción de ataque (30),1463680,14760,Jugador_12 (pi);Jugador_7 (li);Jugador_1 (c);Jugador_2 (ld),Acción de ataque,Jugada_2,Pérdida
Acción de ataque (33),1716160,12080,Jugador_12 (pi);Jugador_7 (li);Jugador_1 (c);Jugador_2 (ld),Acción de ataque,Jugada_45,Pérdida
Acción de ataque (36),1991760,16400,Jugador_12 (pi);Jugador_7 (li);Jugador_1 (c);Jugador_2 (ld),Acción de ataque,Jugada_13,Nada
Acción de ataque (39),2228720,13920,Jugador_12 (pi);Jugador_7 (li);Jugador_1 (c);Jugador_2 (ld),Acción de ataque,Jugada_44,Nada
Acción de ataque (31),1554880,14320,Jugador_12 (pi);Jugador_7 (li);Jugador_1 (c);Jugador_2 (ld),Acción de ataque,Jugada_49,Gol
Acción de ataque (29),1261240,9760,Jugador_12 (pi);Jugador_7 (li);Jugador_1 (c);Jugador_2 (ld),Acción de ataque,Jugada_63,Gol
Acción de ataque (32),1631880,11240,Jugador_12 (pi);Jugador_7 (li);Jugador_1 (c);Jugador_2 (ld),Acción de ataque,Jugada_51,Gol
Acción de ataque (34),1819600,10840,Jugador_12 (pi);Jugador_7 (li);Jugador_1 (c);Jugador_2 (ld),Acción de ataque,Jugada_47,Gol
Acción de ataque (16),1220640,13200,Jugador_7 (li);Jugador_13 (ei);Jugador_3 (c);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_69,Nada
Acción de ataque (17),1472240,18000,Jugador_7 (li);Jugador_13 (c);Jugador_5 (pi);Jugador_2 (ld),Acción de ataque,Jugada_24,Nada
Acción de ataque (18),1494280,10600,Jugador_7 (li);Jugador_13 (c);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_13,Pérdida
Acción de ataque (11),1098760,13080,Jugador_7 (li);Jugador_13 (c);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_22,Nada
Acción de ataque (23),1736040,10320,Jugador_7 (li);Jugador_13 (c);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_22,Nada
Acción de ataque (19),1568720,13520,Jugador_7 (li);Jugador_13 (c);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_44,Gol
Acción de ataque (10),901560,12280,Jugador_7 (li);Jugador_13 (c);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_24,Gol
Acción de ataque (20),1567840,13240,Jugador_7 (li);Jugador_13 (c);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_22,Gol
Acción de ataque (8),797560,19640,Jugador_7 (li);Jugador_13 (c);Jugador_2 (ld);Jugador_4 (ed);Jugador_5 (pi),Acción de ataque,Jugada_65,Nada
Acción de ataque (1),215920,10400,Jugador_7 (li);Jugador_14 (ld);Jugador_4 (ed);Jugador_9 (pi);Jugador_1 (c),Acción de ataque,Jugada_19,Nada
Acción de ataque (71),971800,10000,Jugador_7 (li);Jugador_14 (ld);Jugador_9 (pi);Jugador_10 (ed);Jugador_13 (c),Acción de ataque,Jugada_73,Nada
Acción de ataque (2),232400,8800,Jugador_7 (li);Jugador_14 (ld);Jugador_9 (pi);Jugador_1 (c),Acción de ataque,Jugada_62,Nada
Acción de ataque (5),300040,10800,Jugador_7 (li);Jugador_14 (ld);Jugador_1 (c);Jugador_9 (pi),Acción de ataque,Jugada_53,Pérdida
Acción de ataque (74),1672720,16000,Jugador_7 (li);Jugador_9 (pi);Jugador_10 (ed);Jugador_6 (ei);Jugador_2 (ld);Jugador_1 (c),Acción de ataque,Jugada_23,Pérdida
Acción de ataque (36),1689200,19560,Jugador_7 (li);Jugador_9 (pi);Jugador_13 (c);Jugador_6 (ei);Jugador_4 (ed),Acción de ataque,Jugada_20,Gol
Acción de ataque (25),3733360,7040,Jugador_7 (li);Jugador_9 (pi);Jugador_14 (ld);Jugador_1 (c),Acción de ataque,Jugada_3,Gol
Acción de ataque (17),1873760,6720,Jugador_7 (li);Jugador_9 (pi);Jugador_14 (ld);Jugador_3 (c),Acción de ataque,Jugada_74,Pérdida
Acción de ataque (15),1810560,12400,Jugador_7 (li);Jugador_9 (pi);Jugador_14 (ld);Jugador_3 (c),Acción de ataque,Jugada_66,Pérdida
Acción de ataque (14),1784720,9280,Jugador_7 (li);Jugador_9 (pi);Jugador_14 (ld);Jugador_3 (c),Acción de ataque,Jugada_13,Nada
Acción de ataque (13),1719000,9600,Jugador_7 (li);Jugador_9 (pi);Jugador_2 (ld);Jugador_1 (c),Acción de ataque,Jugada_69,Gol
Acción de ataque (72),2236160,8000,Jugador_7 (li);Jugador_9 (pi);Jugador_2 (ld);Jugador_3 (c);Jugador_6 (ei),Acción de ataque,Jugada_6,Pérdida
Acción de ataque (14),2049400,17600,Jugador_7 (li);Jugador_9 (pi);Jugador_2 (ld);Jugador_3 (c);Jugador_6 (ei),Acción de ataque,Jugada_6,Gol
Acción de ataque (15),2191400,15160,Jugador_7 (li);Jugador_9 (pi);Jugador_2 (ld);Jugador_3 (c),Acción de ataque,Jugada_31,Nada
Acción de ataque (21),962320,6520,Jugador_7 (li);Jugador_9 (pi),Acción de ataque,Jugada_38,Pérdida
Acción de ataque (25),1772320,13840,Jugador_7 (li);Jugador_2 (ld);Jugador_13 (c);Jugador_5 (pi);Jugador_4 (ed),Acción de ataque,Jugada_6,Pérdida
Acción de ataque (22),1673720,10240,Jugador_7 (li);Jugador_2 (ld);Jugador_13 (c);Jugador_5 (pi);Jugador_4 (ed),Acción de ataque,Jugada_18,Gol
Acción de ataque (24),1756120,10840,Jugador_7 (li);Jugador_2 (ld);Jugador_13 (c);Jugador_5 (pi),Acción de ataque,Jugada_22,Nada
Acción de ataque (9),864560,18800,Jugador_7 (li);Jugador_1 (c);Jugador_5 (pi);Jugador_14 (ld);Jugador_6 (ei),Acción de ataque,Jugada_10,Pérdida
Acción de ataque (32),577920,10720,Jugador_7 (li);Jugador_1 (c);Jugador_14 (ld);Jugador_4 (ed);Jugador_15 (ei),Acción de ataque,Jugada_64,Gol
Acción de ataque (29),353360,6520,Jugador_7 (li);Jugador_1 (c);Jugador_14 (ld);Jugador_13 (ei);Jugador_9 (pi);Jugador_4 (ed),Acción de ataque,Jugada_20,Pérdida
Acción de ataque (8),684560,10480,Jugador_7 (li);Jugador_1 (c);Jugador_14 (ld);Jugador_9 (pi);Jugador_4 (ed),Acción de ataque,Jugada_7,Pérdida
Acción de ataque (28),335880,11600,Jugador_7 (li);Jugador_1 (c);Jugador_14 (ld);Jugador_9 (pi);Jugador_13 (ei),Acción de ataque,Jugada_69,Nada
Acción de ataque (45),1714680,11600,Jugador_7 (li);Jugador_1 (c);Jugador_14 (ld);Jugador_9 (pi);Jugador_13 (ei),Acción de ataque,Jugada_69,Nada
Acción de ataque (30),420880,12640,Jugador_7 (li);Jugador_1 (c);Jugador_14 (ld);Jugador_9 (pi);Jugador_13 (ei),Acción de ataque,Jugada_17,Gol
Acción de ataque (24),33040,11280,Jugador_7 (li);Jugador_1 (c);Jugador_14 (ld);Jugador_9 (pi);Jugador_13 (ei),Acción de ataque,Jugada_69,Gol
Acción de ataque (27),306280,8280,Jugador_7 (li);Jugador_1 (c);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_53,Pérdida
Acción de ataque (9),769600,9240,Jugador_7 (li);Jugador_1 (c);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_69,Pérdida
Acción de ataque (1),845440,6800,Jugador_7 (li);Jugador_1 (c);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_2,Pérdida
Acción de ataque (34),727280,10560,Jugador_7 (li);Jugador_1 (c);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_7,Pérdida
Acción de ataque (31),565120,6720,Jugador_7 (li);Jugador_1 (c);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_8,Nada
Acción de ataque (2),883640,10240,Jugador_7 (li);Jugador_1 (c);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_36,Nada
Acción de ataque (3),83000,22000,Jugador_7 (li);Jugador_1 (c);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_40,Nada
Acción de ataque (6),514160,13040,Jugador_7 (li);Jugador_1 (c);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_50,Nada
Acción de ataque (51),2014160,10600,Jugador_7 (li);Jugador_1 (c);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_66,Gol
Acción de ataque (33),638280,7520,Jugador_7 (li);Jugador_1 (c);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_69,Gol
Acción de ataque (7),530520,6000,Jugador_7 (li);Jugador_1 (c);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_42,Gol
Acción de ataque (35),883400,19520,Jugador_7 (li);Jugador_1 (c);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_69,Gol
Acción de ataque (39),1214320,8160,Jugador_7 (li);Jugador_1 (c);Jugador_9 (pi);Jugador_14 (ld),Acción de ataque,Jugada_22,Pérdida
Acción de ataque (38),3266680,14080,Jugador_7 (li);Jugador_1 (c);Jugador_9 (pi);Jugador_2 (ld);Jugador_4 (ed),Acción de ataque,Jugada_29,Pérdida
Acción de ataque (39),3362320,6200,Jugador_7 (li);Jugador_1 (c);Jugador_9 (pi);Jugador_2 (ld),Acción de ataque,Jugada_62,Pérdida
Acción de ataque (2),979680,12320,Jugador_7 (li);Jugador_1 (c);Jugador_2 (ld);Jugador_5 (pi);Jugador_10 (ed),Acción de ataque,Jugada_18,Gol
Acción de ataque (4),1224320,14840,Jugador_7 (li);Jugador_1 (c);Jugador_2 (ld);Jugador_5 (pi);Jugador_10 (ed),Acción de ataque,Jugada_18,Gol
Acción de ataque (30),2239520,9680,Jugador_7 (li);Jugador_1 (c);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_71,Pérdida
Acción de ataque (29),2035520,8720,Jugador_7 (li);Jugador_1 (c);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_66,Pérdida
Acción de ataque (33),2437360,11480,Jugador_7 (li);Jugador_1 (c);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_31,Nada
Acción de ataque (27),1952440,6680,Jugador_7 (li);Jugador_1 (c);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_3,Nada
Acción de ataque (14),1279720,6560,Jugador_7 (li);Jugador_1 (c);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_37,Gol
